timestamp,OAT,Electricity:Facility [kWh](TimeStep),HVAC_Elec
2023/ 10/22  11:15:00,69.305,0.354844283,0.132064014
2023/ 10/22  11:30:00,69.53,0.356156503,0.133376235
2023/ 10/22  11:45:00,69.755,0.363750643,0.140970375
2023/ 10/22  12:00:00,69.98,0.373067897,0.150287628
2023/ 10/22  12:15:00,70.475,0.385333283,0.166285336
2023/ 10/22  12:30:00,70.97,0.404016451,0.184968503
2023/ 10/22  12:45:00,71.465,0.418442203,0.172623679
2023/ 10/22  13:00:00,71.96,0.444936983,0.104173777
2023/ 10/22  13:15:00,71.96,0.433619655,9.02E-02
2023/ 10/22  13:30:00,71.96,0.415633526,7.02E-02
2023/ 10/22  13:45:00,71.96,0.370681599,0.132015329
2023/ 10/22  14:00:00,71.96,0.354966883,0.13528932
2023/ 10/22  14:15:00,71.24,0.366041453,0.127642819
2023/ 10/22  14:30:00,70.52,0.358174389,0.119775755
2023/ 10/22  14:45:00,69.8,0.354479154,0.11608052
2023/ 10/22  15:00:00,69.08,0.350623626,0.112224992
2023/ 10/22  15:15:00,68.315,0.418645394,0.118136152
2023/ 10/22  15:30:00,67.55,0.419271767,0.118762525
2023/ 10/22  15:45:00,66.785,0.411998763,0.111489521
2023/ 10/22  16:00:00,66.02,0.401488366,0.100979124
2023/ 10/22  16:15:00,66.02,0.476970314,9.88E-02
2023/ 10/22  16:30:00,66.02,0.467102959,8.90E-02
2023/ 10/22  16:45:00,66.02,0.461064368,8.29E-02
2023/ 10/22  17:00:00,66.02,0.456782644,7.86E-02
2023/ 10/22  17:15:00,65.525,0.545548371,8.05E-03
2023/ 10/22  17:30:00,65.03,0.547521603,8.05E-03
2023/ 10/22  17:45:00,64.535,0.549535843,8.05E-03
2023/ 10/22  18:00:00,64.04,0.514855398,7.30E-03
2023/ 10/22  18:15:00,63.77,0.478946481,6.94E-02
2023/ 10/22  18:30:00,63.5,0.47057961,6.10E-02
2023/ 10/22  18:45:00,63.23,0.468413017,5.88E-02
2023/ 10/22  19:00:00,62.96,0.465387451,5.58E-02
2023/ 10/22  19:15:00,63.23,0.457381985,5.28E-02
2023/ 10/22  19:30:00,63.5,0.455250403,5.07E-02
2023/ 10/22  19:45:00,63.77,0.447349346,4.28E-02
2023/ 10/22  20:00:00,64.04,0.440892263,3.63E-02
2023/ 10/22  20:15:00,63.545,0.397735319,2.63E-02
2023/ 10/22  20:30:00,63.05,0.397184456,2.58E-02
2023/ 10/22  20:45:00,62.555,0.445981904,1.37E-02
2023/ 10/22  21:00:00,62.06,0.502476972,8.05E-03
2023/ 10/22  21:15:00,61.565,0.431313628,8.05E-03
2023/ 10/22  21:30:00,61.07,0.411674481,7.61E-03
2023/ 10/22  21:45:00,60.575,0.303885773,5.36E-03
2023/ 10/22  22:00:00,60.08,0.303885773,5.36E-03
2023/ 10/22  22:15:00,59.81,0.240667708,5.36E-03
2023/ 10/22  22:30:00,59.54,0.240667708,5.36E-03
2023/ 10/22  22:45:00,59.27,0.240667708,5.36E-03
2023/ 10/22  23:00:00,59,0.240667708,5.36E-03
2023/ 10/22  23:15:00,58.73,0.192488465,5.36E-03
2023/ 10/22  23:30:00,58.46,0.192488465,5.36E-03
2023/ 10/22  23:45:00,58.19,0.192488465,5.36E-03
2023/ 10/22  24:00:00,57.92,0.192488465,5.36E-03
2023/ 10/23  00:15:00,57.92,0.177290102,5.36E-03
2023/ 10/23  00:30:00,57.92,0.177290102,5.36E-03
2023/ 10/23  00:45:00,57.92,0.177290102,5.36E-03
2023/ 10/23  01:00:00,57.92,0.177290102,5.36E-03
2023/ 10/23  01:15:00,57.92,0.172159158,5.36E-03
2023/ 10/23  01:30:00,57.92,0.172159158,5.36E-03
2023/ 10/23  01:45:00,57.92,0.172159158,5.36E-03
2023/ 10/23  02:00:00,57.92,0.172159158,5.36E-03
2023/ 10/23  02:15:00,57.92,0.168349454,5.36E-03
2023/ 10/23  02:30:00,57.92,0.22547848,6.25E-02
2023/ 10/23  02:45:00,57.92,0.201324163,3.83E-02
2023/ 10/23  03:00:00,57.92,0.226526784,6.35E-02
2023/ 10/23  03:15:00,57.2,0.228525221,5.56E-02
2023/ 10/23  03:30:00,56.48,0.243129477,7.02E-02
2023/ 10/23  03:45:00,55.76,0.272651802,9.97E-02
2023/ 10/23  04:00:00,55.04,0.28907966,0.116117486
2023/ 10/23  04:15:00,55.265,0.321919682,0.111928037
2023/ 10/23  04:30:00,55.49,0.330739527,0.120747883
2023/ 10/23  04:45:00,55.715,0.340301025,0.130309381
2023/ 10/23  05:00:00,55.94,0.34497063,0.134978985
2023/ 10/23  05:15:00,55.715,0.374953449,0.135475196
2023/ 10/23  05:30:00,55.49,0.766785605,0.407089449
2023/ 10/23  05:45:00,55.265,0.770248032,0.408899327
2023/ 10/23  06:00:00,55.04,0.773223873,0.410282699
2023/ 10/23  06:15:00,55.265,0.806841699,0.415331196
2023/ 10/23  06:30:00,55.49,0.57916979,0.260205243
2023/ 10/23  06:45:00,55.715,0.411547454,0.144984573
2023/ 10/23  07:00:00,55.94,0.404354717,0.137791836
2023/ 10/23  07:15:00,57.2,0.398847459,0.160072128
2023/ 10/23  07:30:00,58.46,0.375676647,0.136901317
2023/ 10/23  07:45:00,59.72,0.356551337,0.117776006
2023/ 10/23  08:00:00,60.98,0.346724165,0.107948834
2023/ 10/23  08:15:00,61.25,0.344089185,0.115035296
2023/ 10/23  08:30:00,61.52,0.707931731,0.357499819
2023/ 10/23  08:45:00,61.79,0.694499401,0.342313262
2023/ 10/23  09:00:00,62.06,0.681190754,0.327321698
2023/ 10/23  09:15:00,62.06,0.616655138,0.277671529
2023/ 10/23  09:30:00,62.06,0.309020624,7.50E-02
2023/ 10/23  09:45:00,62.06,0.299566013,6.55E-02
2023/ 10/23  10:00:00,62.06,0.294751502,6.07E-02
2023/ 10/23  10:15:00,62.285,0.242618566,5.36E-03
2023/ 10/23  10:30:00,62.51,0.242618566,5.36E-03
2023/ 10/23  10:45:00,62.735,0.242618566,5.36E-03
2023/ 10/23  11:00:00,62.96,0.242618566,5.36E-03
2023/ 10/23  11:15:00,63.455,0.238285145,5.36E-03
2023/ 10/23  11:30:00,63.95,0.238285145,5.36E-03
2023/ 10/23  11:45:00,64.445,0.238285145,5.36E-03
2023/ 10/23  12:00:00,64.94,0.363657958,8.05E-03
2023/ 10/23  12:15:00,64.94,0.361004647,8.05E-03
2023/ 10/23  12:30:00,64.94,0.363005391,8.05E-03
2023/ 10/23  12:45:00,64.94,0.292041588,6.56E-03
2023/ 10/23  13:00:00,64.94,0.233690463,5.36E-03
2023/ 10/23  13:15:00,65.21,0.233336712,5.36E-03
2023/ 10/23  13:30:00,65.48,0.233336712,5.36E-03
2023/ 10/23  13:45:00,65.75,0.233336712,5.36E-03
2023/ 10/23  14:00:00,66.02,0.233336712,5.36E-03
2023/ 10/23  14:15:00,66.02,0.251612088,5.36E-03
2023/ 10/23  14:30:00,66.02,0.251612088,5.36E-03
2023/ 10/23  14:45:00,66.02,0.251612088,5.36E-03
2023/ 10/23  15:00:00,66.02,0.251612088,5.36E-03
2023/ 10/23  15:15:00,65.75,0.313525962,5.36E-03
2023/ 10/23  15:30:00,65.48,0.313525962,5.36E-03
2023/ 10/23  15:45:00,65.21,0.313525962,5.36E-03
2023/ 10/23  16:00:00,64.94,0.313525962,5.36E-03
2023/ 10/23  16:15:00,64.715,0.518730146,8.05E-03
2023/ 10/23  16:30:00,64.49,0.521016178,8.05E-03
2023/ 10/23  16:45:00,64.265,0.523197068,8.05E-03
2023/ 10/23  17:00:00,64.04,0.424873353,6.04E-03
2023/ 10/23  17:15:00,63.68,0.428787241,5.36E-03
2023/ 10/23  17:30:00,63.32,0.428787241,5.36E-03
2023/ 10/23  17:45:00,62.96,0.428787241,5.36E-03
2023/ 10/23  18:00:00,62.6,0.428787241,5.36E-03
2023/ 10/23  18:15:00,62.96,0.4226525,5.36E-03
2023/ 10/23  18:30:00,63.32,0.4226525,5.36E-03
2023/ 10/23  18:45:00,63.68,0.4226525,5.36E-03
2023/ 10/23  19:00:00,64.04,0.4226525,5.36E-03
2023/ 10/23  19:15:00,64.04,0.417623892,5.36E-03
2023/ 10/23  19:30:00,64.04,0.481165584,6.71E-03
2023/ 10/23  19:45:00,64.04,0.546319602,8.05E-03
2023/ 10/23  20:00:00,64.04,0.548352371,8.05E-03
2023/ 10/23  20:15:00,64.04,0.487829741,7.46E-03
2023/ 10/23  20:30:00,64.04,0.384492297,5.36E-03
2023/ 10/23  20:45:00,64.04,0.384492297,5.36E-03
2023/ 10/23  21:00:00,64.04,0.384492297,5.36E-03
2023/ 10/23  21:15:00,64.04,0.309928789,5.36E-03
2023/ 10/23  21:30:00,64.04,0.309928789,5.36E-03
2023/ 10/23  21:45:00,64.04,0.309928789,5.36E-03
2023/ 10/23  22:00:00,64.04,0.309928789,5.36E-03
2023/ 10/23  22:15:00,63.77,0.244014672,5.36E-03
2023/ 10/23  22:30:00,63.5,0.244014672,5.36E-03
2023/ 10/23  22:45:00,63.23,0.244014672,5.36E-03
2023/ 10/23  23:00:00,62.96,0.244014672,5.36E-03
2023/ 10/23  23:15:00,62.735,0.192488465,5.36E-03
2023/ 10/23  23:30:00,62.51,0.192488465,5.36E-03
2023/ 10/23  23:45:00,62.285,0.192488465,5.36E-03
2023/ 10/23  24:00:00,62.06,0.192488465,5.36E-03
2023/ 10/24  00:15:00,62.285,0.177290102,5.36E-03
2023/ 10/24  00:30:00,62.51,0.177290102,5.36E-03
2023/ 10/24  00:45:00,62.735,0.177290102,5.36E-03
2023/ 10/24  01:00:00,62.96,0.177290102,5.36E-03
2023/ 10/24  01:15:00,62.735,0.172159158,5.36E-03
2023/ 10/24  01:30:00,62.51,0.172159158,5.36E-03
2023/ 10/24  01:45:00,62.285,0.172159158,5.36E-03
2023/ 10/24  02:00:00,62.06,0.172159158,5.36E-03
2023/ 10/24  02:15:00,61.79,0.168349454,5.36E-03
2023/ 10/24  02:30:00,61.52,0.168349454,5.36E-03
2023/ 10/24  02:45:00,61.25,0.168349454,5.36E-03
2023/ 10/24  03:00:00,60.98,0.451770193,0.206041225
2023/ 10/24  03:15:00,60.755,0.439344632,0.140102384
2023/ 10/24  03:30:00,60.53,0.447503012,0.146892426
2023/ 10/24  03:45:00,60.305,0.332821936,0.159859762
2023/ 10/24  04:00:00,60.08,0.207147953,3.42E-02
2023/ 10/24  04:15:00,60.08,0.265964584,5.60E-02
2023/ 10/24  04:30:00,60.08,0.245887531,3.59E-02
2023/ 10/24  04:45:00,60.08,0.278077712,6.81E-02
2023/ 10/24  05:00:00,60.08,0.259924228,4.99E-02
2023/ 10/24  05:15:00,59.81,0.31081997,7.13E-02
2023/ 10/24  05:30:00,59.54,0.279866722,4.04E-02
2023/ 10/24  05:45:00,59.27,0.324873068,8.54E-02
2023/ 10/24  06:00:00,59,0.290369951,5.09E-02
2023/ 10/24  06:15:00,59.765,0.358840691,9.23E-02
2023/ 10/24  06:30:00,60.53,0.271920028,5.36E-03
2023/ 10/24  06:45:00,61.295,0.334917546,6.71E-03
2023/ 10/24  07:00:00,62.06,0.598184762,0.206912394
2023/ 10/24  07:15:00,62.555,0.373351942,8.05E-03
2023/ 10/24  07:30:00,63.05,0.375027241,8.05E-03
2023/ 10/24  07:45:00,63.545,0.275904856,6.01E-03
2023/ 10/24  08:00:00,64.04,0.244132478,5.36E-03
2023/ 10/24  08:15:00,64.76,0.234411036,5.36E-03
2023/ 10/24  08:30:00,65.48,0.250765446,2.17E-02
2023/ 10/24  08:45:00,66.2,0.280957599,5.19E-02
2023/ 10/24  09:00:00,66.92,0.303760798,7.47E-02
2023/ 10/24  09:15:00,67.19,0.339998554,0.105952106
2023/ 10/24  09:30:00,67.46,0.360203221,0.126156773
2023/ 10/24  09:45:00,67.73,0.391019948,9.55E-02
2023/ 10/24  10:00:00,68,0.421520621,6.30E-02
2023/ 10/24  10:15:00,68.27,0.432073483,6.84E-02
2023/ 10/24  10:30:00,68.54,0.434188888,7.14E-02
2023/ 10/24  10:45:00,68.81,0.391803412,0.154541993
2023/ 10/24  11:00:00,69.08,0.398405152,0.161143734
2023/ 10/24  11:15:00,69.575,0.401757533,0.168829535
2023/ 10/24  11:30:00,70.07,0.412492401,0.179564403
2023/ 10/24  11:45:00,70.565,0.420988661,0.188060663
2023/ 10/24  12:00:00,71.06,0.429210544,0.196282546
2023/ 10/24  12:15:00,71.285,0.43329433,0.204961014
2023/ 10/24  12:30:00,71.51,0.442289404,0.213956088
2023/ 10/24  12:45:00,71.735,0.448648304,0.220314988
2023/ 10/24  13:00:00,71.96,0.452209001,0.223875685
2023/ 10/24  13:15:00,71.96,0.453387847,0.225408282
2023/ 10/24  13:30:00,71.96,0.453817205,0.22583764
2023/ 10/24  13:45:00,71.96,0.504087035,0.154473438
2023/ 10/24  14:00:00,71.96,0.512505622,0.160843009
2023/ 10/24  14:15:00,71.735,0.540091471,0.168083957
2023/ 10/24  14:30:00,71.51,0.508624095,0.219497536
2023/ 10/24  14:45:00,71.285,0.485276799,0.239021858
2023/ 10/24  15:00:00,71.06,0.478678016,0.232423075
2023/ 10/24  15:15:00,70.79,0.537543145,0.22937433
2023/ 10/24  15:30:00,70.52,0.529078756,0.220909941
2023/ 10/24  15:45:00,70.25,0.51695797,0.208789156
2023/ 10/24  16:00:00,69.98,0.502969598,0.194800783
2023/ 10/24  16:15:00,69.215,0.571848542,0.186108058
2023/ 10/24  16:30:00,68.45,0.554994458,0.169253975
2023/ 10/24  16:45:00,67.685,0.535438899,0.149698416
2023/ 10/24  17:00:00,66.92,0.503864444,0.118123961
2023/ 10/24  17:15:00,66.695,0.536299051,0.112868958
2023/ 10/24  17:30:00,66.47,0.570272638,2.45E-02
2023/ 10/24  17:45:00,66.245,0.565091024,1.73E-02
2023/ 10/24  18:00:00,66.02,0.562315796,1.24E-02
2023/ 10/24  18:15:00,66.02,0.536487417,3.93E-02
2023/ 10/24  18:30:00,66.02,0.500009489,8.27E-02
2023/ 10/24  18:45:00,66.02,0.495606317,7.83E-02
2023/ 10/24  19:00:00,66.02,0.491051995,7.38E-02
2023/ 10/24  19:15:00,65.75,0.480424481,6.82E-02
2023/ 10/24  19:30:00,65.48,0.477225025,6.50E-02
2023/ 10/24  19:45:00,65.21,0.47222801,6.00E-02
2023/ 10/24  20:00:00,64.94,0.467952281,5.57E-02
2023/ 10/24  20:15:00,64.94,0.430311019,5.12E-02
2023/ 10/24  20:30:00,64.94,0.426059721,4.69E-02
2023/ 10/24  20:45:00,64.94,0.422280612,4.31E-02
2023/ 10/24  21:00:00,64.94,0.510937601,8.05E-03
2023/ 10/24  21:15:00,64.715,0.43865106,8.05E-03
2023/ 10/24  21:30:00,64.49,0.440925206,8.05E-03
2023/ 10/24  21:45:00,64.265,0.344094914,6.05E-03
2023/ 10/24  22:00:00,64.04,0.309928789,5.36E-03
2023/ 10/24  22:15:00,63.77,0.244014672,5.36E-03
2023/ 10/24  22:30:00,63.5,0.244014672,5.36E-03
2023/ 10/24  22:45:00,63.23,0.244014672,5.36E-03
2023/ 10/24  23:00:00,62.96,0.244014672,5.36E-03
2023/ 10/24  23:15:00,62.96,0.191039653,5.36E-03
2023/ 10/24  23:30:00,62.96,0.191039653,5.36E-03
2023/ 10/24  23:45:00,62.96,0.191039653,5.36E-03
2023/ 10/24  24:00:00,62.96,0.191039653,5.36E-03
2023/ 10/25  00:15:00,62.96,0.176416669,5.36E-03
2023/ 10/25  00:30:00,62.96,0.176416669,5.36E-03
2023/ 10/25  00:45:00,62.96,0.176416669,5.36E-03
2023/ 10/25  01:00:00,62.96,0.176416669,5.36E-03
2023/ 10/25  01:15:00,63.23,0.171588835,5.36E-03
2023/ 10/25  01:30:00,63.5,0.171588835,5.36E-03
2023/ 10/25  01:45:00,63.77,0.171588835,5.36E-03
2023/ 10/25  02:00:00,64.04,0.171588835,5.36E-03
2023/ 10/25  02:15:00,63.68,0.168031426,5.36E-03
2023/ 10/25  02:30:00,63.32,0.168031426,5.36E-03
2023/ 10/25  02:45:00,62.96,0.168031426,5.36E-03
2023/ 10/25  03:00:00,62.6,0.168031426,5.36E-03
2023/ 10/25  03:15:00,62.69,0.177713324,5.36E-03
2023/ 10/25  03:30:00,62.78,0.177713324,5.36E-03
2023/ 10/25  03:45:00,62.87,0.177713324,5.36E-03
2023/ 10/25  04:00:00,62.96,0.177713324,5.36E-03
2023/ 10/25  04:15:00,63.32,0.214394435,5.36E-03
2023/ 10/25  04:30:00,63.68,0.214394435,5.36E-03
2023/ 10/25  04:45:00,64.04,0.214394435,5.36E-03
2023/ 10/25  05:00:00,64.4,0.214394435,5.36E-03
2023/ 10/25  05:15:00,64.535,0.242452119,5.36E-03
2023/ 10/25  05:30:00,64.67,0.305781688,6.71E-03
2023/ 10/25  05:45:00,64.805,0.529719589,0.167108753
2023/ 10/25  06:00:00,64.94,0.529832688,0.16523832
2023/ 10/25  06:15:00,64.715,0.552180458,0.174368724
2023/ 10/25  06:30:00,64.49,0.307878531,4.60E-02
2023/ 10/25  06:45:00,64.265,0.267193187,5.36E-03
2023/ 10/25  07:00:00,64.04,0.267193187,5.36E-03
2023/ 10/25  07:15:00,64.535,0.236841631,5.36E-03
2023/ 10/25  07:30:00,65.03,0.236841631,5.36E-03
2023/ 10/25  07:45:00,65.525,0.236841631,5.36E-03
2023/ 10/25  08:00:00,66.02,0.236841631,5.36E-03
2023/ 10/25  08:15:00,67.01,0.253619887,3.45E-02
2023/ 10/25  08:30:00,68,0.351788922,8.05E-03
2023/ 10/25  08:45:00,68.99,0.364241072,1.85E-02
2023/ 10/25  09:00:00,69.98,0.400589989,5.29E-02
2023/ 10/25  09:15:00,70.97,0.408336487,0.119835342
2023/ 10/25  09:30:00,71.96,0.403295389,0.180235439
2023/ 10/25  09:45:00,72.95,0.421808102,0.198748152
2023/ 10/25  10:00:00,73.94,0.435553325,0.212493375
2023/ 10/25  10:15:00,74.705,0.447867725,0.221770277
2023/ 10/25  10:30:00,75.47,0.456979428,0.23088198
2023/ 10/25  10:45:00,76.235,0.448880822,0.222783374
2023/ 10/25  11:00:00,77,0.431665228,0.20556778
2023/ 10/25  11:15:00,76.505,0.401632393,0.178852125
2023/ 10/25  11:30:00,76.01,0.371125913,0.148345644
2023/ 10/25  11:45:00,75.515,0.354753933,0.131973664
2023/ 10/25  12:00:00,75.02,0.360283945,7.66E-02
2023/ 10/25  12:15:00,74.75,0.368431313,2.61E-02
2023/ 10/25  12:30:00,74.48,0.364498432,2.00E-02
2023/ 10/25  12:45:00,74.21,0.368441798,4.55E-02
2023/ 10/25  13:00:00,73.94,0.34219252,0.123144573
2023/ 10/25  13:15:00,74.435,0.361434351,0.141756788
2023/ 10/25  13:30:00,74.93,0.384503344,0.16482578
2023/ 10/25  13:45:00,75.425,0.397653851,0.177976287
2023/ 10/25  14:00:00,75.92,0.409942819,0.190265256
2023/ 10/25  14:15:00,75.425,0.432996835,0.194598201
2023/ 10/25  14:30:00,74.93,0.435127521,0.196728887
2023/ 10/25  14:45:00,74.435,0.435541779,0.197143146
2023/ 10/25  15:00:00,73.94,0.432987676,0.194589042
2023/ 10/25  15:15:00,73.22,0.49299531,0.192486067
2023/ 10/25  15:30:00,72.5,0.48616912,0.185659878
2023/ 10/25  15:45:00,71.78,0.472361527,0.171852285
2023/ 10/25  16:00:00,71.06,0.454923642,0.154414399
2023/ 10/25  16:15:00,70.295,0.519911357,0.141768226
2023/ 10/25  16:30:00,69.53,0.523154053,8.72E-02
2023/ 10/25  16:45:00,68.765,0.528718545,3.41E-02
2023/ 10/25  17:00:00,68,0.503826542,8.05E-03
2023/ 10/25  17:15:00,67.505,0.54263913,8.05E-03
2023/ 10/25  17:30:00,67.01,0.543761594,8.05E-03
2023/ 10/25  17:45:00,66.515,0.490753402,4.57E-02
2023/ 10/25  18:00:00,66.02,0.473157919,5.73E-02
2023/ 10/25  18:15:00,65.75,0.462673684,5.31E-02
2023/ 10/25  18:30:00,65.48,0.45717837,4.76E-02
2023/ 10/25  18:45:00,65.21,0.452534405,4.30E-02
2023/ 10/25  19:00:00,64.94,0.4475883,3.80E-02
2023/ 10/25  19:15:00,64.715,0.438137105,3.36E-02
2023/ 10/25  19:30:00,64.49,0.434561648,3.00E-02
2023/ 10/25  19:45:00,64.265,0.430824344,2.63E-02
2023/ 10/25  20:00:00,64.04,0.427733576,2.32E-02
2023/ 10/25  20:15:00,63.77,0.442154994,1.30E-02
2023/ 10/25  20:30:00,63.5,0.495736005,8.05E-03
2023/ 10/25  20:45:00,63.23,0.496737667,8.05E-03
2023/ 10/25  21:00:00,62.96,0.497843144,8.05E-03
2023/ 10/25  21:15:00,62.465,0.409483144,7.69E-03
2023/ 10/25  21:30:00,61.97,0.303885773,5.36E-03
2023/ 10/25  21:45:00,61.475,0.303885773,5.36E-03
2023/ 10/25  22:00:00,60.98,0.303885773,5.36E-03
2023/ 10/25  22:15:00,60.98,0.240667708,5.36E-03
2023/ 10/25  22:30:00,60.98,0.240667708,5.36E-03
2023/ 10/25  22:45:00,60.98,0.240667708,5.36E-03
2023/ 10/25  23:00:00,60.98,0.240667708,5.36E-03
2023/ 10/25  23:15:00,60.215,0.191039653,5.36E-03
2023/ 10/25  23:30:00,59.45,0.191039653,5.36E-03
2023/ 10/25  23:45:00,58.685,0.191039653,5.36E-03
2023/ 10/25  24:00:00,57.92,0.191039653,5.36E-03
2023/ 10/26  00:15:00,57.425,0.176416669,5.36E-03
2023/ 10/26  00:30:00,56.93,0.176416669,5.36E-03
2023/ 10/26  00:45:00,56.435,0.276868915,0.105809394
2023/ 10/26  01:00:00,55.94,0.283723623,0.112664102
2023/ 10/26  01:15:00,56.21,0.305973657,0.139741969
2023/ 10/26  01:30:00,56.48,0.303464324,0.137232635
2023/ 10/26  01:45:00,56.75,0.330069958,0.163838269
2023/ 10/26  02:00:00,57.02,0.345738865,0.179507177
2023/ 10/26  02:15:00,56.75,0.352085946,0.189411667
2023/ 10/26  02:30:00,56.48,0.361068404,0.198394125
2023/ 10/26  02:45:00,56.21,0.367818461,0.205144182
2023/ 10/26  03:00:00,55.94,0.381654127,0.218979848
2023/ 10/26  03:15:00,55.715,0.395553482,0.223197305
2023/ 10/26  03:30:00,55.49,0.396654191,0.224298014
2023/ 10/26  03:45:00,55.265,0.415526214,0.243170037
2023/ 10/26  04:00:00,55.04,0.428833671,0.256477494
2023/ 10/26  04:15:00,54.77,0.455528646,0.246491357
2023/ 10/26  04:30:00,54.5,0.452035337,0.242998049
2023/ 10/26  04:45:00,54.23,0.44960798,0.240570692
2023/ 10/26  05:00:00,53.96,0.447746818,0.23870953
2023/ 10/26  05:15:00,53.735,0.879669099,0.528152447
2023/ 10/26  05:30:00,53.51,0.887299693,0.534684945
2023/ 10/26  05:45:00,53.285,0.894876893,0.541183992
2023/ 10/26  06:00:00,53.06,0.904828056,0.550077659
2023/ 10/26  06:15:00,53.06,0.937406051,0.556940558
2023/ 10/26  06:30:00,53.06,0.720720711,0.404613717
2023/ 10/26  06:45:00,53.06,0.525772028,0.263935988
2023/ 10/26  07:00:00,53.06,0.499057929,0.237221889
2023/ 10/26  07:15:00,53.285,0.486661997,0.255177513
2023/ 10/26  07:30:00,53.51,0.448894939,0.217410455
2023/ 10/26  07:45:00,53.735,0.4156434,0.184158916
2023/ 10/26  08:00:00,53.96,0.383675907,0.152191424
2023/ 10/26  08:15:00,54.455,0.350797675,0.131644978
2023/ 10/26  08:30:00,54.95,0.224509845,5.36E-03
2023/ 10/26  08:45:00,55.445,0.546847078,0.213551638
2023/ 10/26  09:00:00,55.94,0.639374245,0.305114347
2023/ 10/26  09:15:00,56.21,0.347157207,8.05E-03
2023/ 10/26  09:30:00,56.48,0.533833045,0.193827103
2023/ 10/26  09:45:00,56.75,0.34906107,8.05E-03
2023/ 10/26  10:00:00,57.02,0.298686753,6.92E-03
2023/ 10/26  10:15:00,57.245,0.231454596,5.36E-03
2023/ 10/26  10:30:00,57.47,0.231454596,5.36E-03
2023/ 10/26  10:45:00,57.695,0.231454596,5.36E-03
2023/ 10/26  11:00:00,57.92,0.231454596,5.36E-03
2023/ 10/26  11:15:00,57.695,0.228137416,5.36E-03
2023/ 10/26  11:30:00,57.47,0.228137416,5.36E-03
2023/ 10/26  11:45:00,57.245,0.228137416,5.36E-03
2023/ 10/26  12:00:00,57.02,0.228137416,5.36E-03
2023/ 10/26  12:15:00,57.02,0.224405094,5.36E-03
2023/ 10/26  12:30:00,57.02,0.224405094,5.36E-03
2023/ 10/26  12:45:00,57.02,0.225159615,6.11E-03
2023/ 10/26  13:00:00,57.02,0.244357768,2.53E-02
2023/ 10/26  13:15:00,57.245,0.342465603,8.05E-03
2023/ 10/26  13:30:00,57.47,0.343579078,8.05E-03
2023/ 10/26  13:45:00,57.695,0.344711154,8.05E-03
2023/ 10/26  14:00:00,57.92,0.345896362,8.05E-03
2023/ 10/26  14:15:00,57.2,0.277792244,6.11E-03
2023/ 10/26  14:30:00,56.48,0.255001065,1.66E-02
2023/ 10/26  14:45:00,55.76,0.243755781,5.36E-03
2023/ 10/26  15:00:00,55.04,0.243755781,5.36E-03
2023/ 10/26  15:15:00,54.545,0.305866389,5.36E-03
2023/ 10/26  15:30:00,54.05,0.305866389,5.36E-03
2023/ 10/26  15:45:00,53.555,0.305866389,5.36E-03
2023/ 10/26  16:00:00,53.06,0.305866389,5.36E-03
2023/ 10/26  16:15:00,52.79,0.383500277,5.36E-03
2023/ 10/26  16:30:00,52.52,0.383500277,5.36E-03
2023/ 10/26  16:45:00,52.25,0.383500277,5.36E-03
2023/ 10/26  17:00:00,51.98,0.383500277,5.36E-03
2023/ 10/26  17:15:00,51.485,0.5168864,0.101054268
2023/ 10/26  17:30:00,50.99,1.01591154,0.486507914
2023/ 10/26  17:45:00,50.495,0.761509081,0.230896287
2023/ 10/26  18:00:00,50,1.099973043,0.568534945
2023/ 10/26  18:15:00,49.73,0.979618497,0.453197288
2023/ 10/26  18:30:00,49.46,1.030656364,0.503175665
2023/ 10/26  18:45:00,49.19,0.839107317,0.377472476
2023/ 10/26  19:00:00,48.92,0.691273226,0.281692724
2023/ 10/26  19:15:00,48.695,0.695454754,0.290910823
2023/ 10/26  19:30:00,48.47,0.701302569,0.296758638
2023/ 10/26  19:45:00,48.245,0.707921288,0.303377357
2023/ 10/26  20:00:00,48.02,0.72702932,0.322485389
2023/ 10/26  20:15:00,47.75,0.701976083,0.330564078
2023/ 10/26  20:30:00,47.48,0.706982009,0.335570004
2023/ 10/26  20:45:00,47.21,0.708226233,0.336814228
2023/ 10/26  21:00:00,46.94,0.709972137,0.338560133
2023/ 10/26  21:15:00,46.715,0.668829824,0.370301199
2023/ 10/26  21:30:00,46.49,0.689371748,0.390843122
2023/ 10/26  21:45:00,46.265,1.11905987,0.706007788
2023/ 10/26  22:00:00,46.04,1.133890823,0.719518261
2023/ 10/26  22:15:00,45.77,1.104446888,0.751931363
2023/ 10/26  22:30:00,45.5,1.102945613,0.756098246
2023/ 10/26  22:45:00,45.23,0.758720047,0.523409486
2023/ 10/26  23:00:00,44.96,0.776893599,0.541583038
2023/ 10/26  23:15:00,44.735,0.759215341,0.573532835
2023/ 10/26  23:30:00,44.51,0.778897376,0.59321487
2023/ 10/26  23:45:00,44.285,0.794497465,0.608814959
2023/ 10/26  24:00:00,44.06,0.805601711,0.619919204
2023/ 10/27  00:15:00,44.06,0.801528821,0.630469299
2023/ 10/27  00:30:00,44.06,0.808405473,0.637345952
2023/ 10/27  00:45:00,44.06,0.814780625,0.643721104
2023/ 10/27  01:00:00,44.06,0.819487112,0.648427591
2023/ 10/27  01:15:00,44.06,0.812033399,0.645801711
2023/ 10/27  01:30:00,44.06,0.805832777,0.639601088
