timestamp,power_true_zone_W,power_pred_zone_W,Model_Name,oat,zone_htsp,zone_clsp
6/1/2023 12:30,0,0.111412993,SVR,69,67,77
6/1/2023 12:35,0,0.111412993,SVR,69,67,77
6/1/2023 12:40,0,0.094081963,SVR,70,67,77
6/1/2023 12:45,0,0.098087628,SVR,70,67,77
6/1/2023 12:50,0,0.098087628,SVR,70,67,77
6/1/2023 12:55,0,0.079902936,SVR,71,67,77
6/1/2023 13:00,0,0.059974198,SVR,71,67.5,76.5
6/1/2023 13:10,0,0.021250681,SVR,72,68,76
6/1/2023 13:15,0,0.021250681,SVR,72,68,76
6/1/2023 13:20,0,0.021250681,SVR,72,68,76
6/1/2023 13:25,0,0,SVR,73,68,76
6/1/2023 13:30,0,0.013658425,SVR,73,68,76
6/1/2023 13:35,0,0.013658425,SVR,73,68,76
6/1/2023 13:40,0,0.013658425,SVR,73,68,76
6/1/2023 13:45,0,0.024961105,SVR,73,68,76
6/1/2023 13:50,0,0.014369886,SVR,74,68,76
6/1/2023 13:55,0,0.014369886,SVR,74,68,76
6/1/2023 14:00,0,0.021552532,SVR,74.5,68,76
6/1/2023 14:10,0,0.028157701,SVR,75,68,76
6/1/2023 14:15,0,0,SVR,75,68,76
6/1/2023 14:20,0,0.040595095,SVR,76,68,76
6/1/2023 14:25,0,0.040595095,SVR,76,68,76
6/1/2023 14:30,0,0,SVR,76,68,76
6/1/2023 14:35,0,0,SVR,76,68,76
6/1/2023 14:40,0,0.09151164,SVR,77,68,76
6/1/2023 14:45,0,0.09151164,SVR,77,68,76
6/1/2023 14:50,0,0.240575161,SVR,78,68,76
6/1/2023 14:55,0,0.178320627,SVR,78,68,76
6/1/2023 15:00,0,0.393824252,SVR,79,68,76
6/1/2023 15:10,0,0.355254734,SVR,79,68,76
6/1/2023 15:15,0,0.30881387,SVR,79,68,76
6/1/2023 15:20,0,0.602041453,SVR,80,68,76
6/1/2023 15:30,0,0.489984742,SVR,80,68,76
6/1/2023 15:35,0,0.489984742,SVR,80,68,76
6/1/2023 15:40,0,0.87178302,SVR,81,68,76
6/1/2023 15:45,0,0.87178302,SVR,81,68,76
6/1/2023 15:50,0,0.727382499,SVR,81,68,76
6/1/2023 15:55,0,1.207650886,SVR,82,68,76
6/1/2023 16:00,0,1.024430544,SVR,82,68,76
6/1/2023 16:10,0,1.024430544,SVR,82,68,76
6/1/2023 16:15,0,1.38173824,SVR,83,68,76
6/1/2023 16:20,0,1.38173824,SVR,83,68,76
6/1/2023 16:30,0,1.38173824,SVR,83,68,76
6/1/2023 16:35,0,1.127700295,SVR,83,68,76
6/1/2023 16:40,0,1.127700295,SVR,83,68,76
6/1/2023 16:45,0,1.796438918,SVR,84,68,76
6/1/2023 16:50,0,1.485009601,SVR,84,68,76
6/1/2023 16:55,0,1.485009601,SVR,84,68,76
6/1/2023 17:00,0,1.853475341,SVR,84.5,68,76
6/1/2023 17:10,0,1.881416165,SVR,85,68,76
6/1/2023 17:15,0,1.881416165,SVR,85,68,76
6/1/2023 17:20,0,1.881416165,SVR,85,68,76
6/1/2023 17:25,0,1.48982509,SVR,85,68,76
6/1/2023 17:30,0,1.48982509,SVR,85,68,76
6/1/2023 17:35,0,1.48982509,SVR,85,68,76
6/1/2023 17:40,0,1.48982509,SVR,85,68,76
6/1/2023 17:45,0,1.48982509,SVR,85,68,76
6/1/2023 17:50,0,0.55934444,SVR,84,68,76
6/1/2023 17:55,0,0.55934444,SVR,84,68,76
6/1/2023 18:00,0,1.102739164,SVR,85,68,76
6/1/2023 18:10,0,0.915764855,SVR,85,68,76
6/1/2023 18:15,0,0.735711378,SVR,85,68,76
6/1/2023 18:20,0,0.735711378,SVR,85,68,76
6/1/2023 18:25,0,0.735711378,SVR,85,68,76
6/1/2023 18:30,0,0.735711378,SVR,85,68,76
6/1/2023 18:35,0,0.735711378,SVR,85,68,76
6/1/2023 18:40,0,0.735711378,SVR,85,68,76
6/1/2023 18:45,0,0.735711378,SVR,85,68,76
6/1/2023 18:50,0,0.735711378,SVR,85,68,76
6/1/2023 18:55,0,1.102739164,SVR,85,68,76
6/1/2023 19:10,0,1.827923854,SVR,86,68,76
6/1/2023 19:15,0,1.353825194,SVR,86,68,76
6/1/2023 19:20,0,1.353825194,SVR,86,68,76
6/1/2023 19:25,0,1.353825194,SVR,86,68,76
6/1/2023 19:30,0,1.353825194,SVR,86,68,76
6/1/2023 19:35,62.58503401,1.353825194,SVR,86,68,76
6/1/2023 19:40,108.0395795,1.353825194,SVR,86,68,76
6/1/2023 19:45,153.4941249,0.735711378,SVR,85,68,76
6/1/2023 19:50,203.8112497,0.735711378,SVR,85,68,76
6/1/2023 19:55,272.6259792,1.353825194,SVR,84.5,68,74.5
6/1/2023 20:05,272.6983123,0.306332721,SVR,84,68,76
6/1/2023 20:10,272.6983123,0.306332721,SVR,84,68,76
6/1/2023 20:15,272.6983123,0.403764465,SVR,85,68,76
6/1/2023 20:20,272.6983123,0.403764465,SVR,85,68,76
6/1/2023 20:25,272.6983123,0.403764465,SVR,85,68,76
6/1/2023 20:30,272.6983123,0.403764465,SVR,85,68,76
6/1/2023 20:35,215.3286978,0.403764465,SVR,85,68,76
6/1/2023 20:40,229.9727107,0.403764465,SVR,85,68,76
6/1/2023 20:45,283.3543532,0.106111523,SVR,84,68,76
6/1/2023 20:50,337.2303222,0.06692391,SVR,83,68,76
6/1/2023 20:55,284.2511636,0.06692391,SVR,83,68,76
6/1/2023 21:00,261.4599989,0.005724394,SVR,83,68,76
6/1/2023 21:10,261.4599989,0.19824517,SVR,83,68,76
6/1/2023 21:15,277.4856399,0.19824517,SVR,83,68,76
6/1/2023 21:20,369.1523066,0.06692391,SVR,83,68,76
6/1/2023 21:25,467.5565619,0.06692391,SVR,83,68,76
6/1/2023 21:30,512.4283568,0.306332721,SVR,84,68,76
6/1/2023 21:35,512.4283568,0.306332721,SVR,84,68,76
6/1/2023 21:40,456.1176772,0.306332721,SVR,84,68,76
6/1/2023 21:45,361.069368,0.306332721,SVR,84,68,76
6/1/2023 21:50,261.069368,0.19824517,SVR,83,68,76
6/1/2023 21:55,250.9683579,0.385370413,SVR,83,68,76
6/1/2023 22:00,250.9683579,0.094026833,SVR,82,68,76
6/1/2023 22:10,310.9817987,0.094026833,SVR,82,68,76
6/1/2023 22:15,386.6228244,0.094026833,SVR,82,68,76
6/1/2023 22:20,386.6228244,0.094026833,SVR,82,68,76
6/1/2023 22:25,350.2773926,0.094026833,SVR,82,68,76
6/1/2023 22:30,338.7389311,0.094026833,SVR,82,68,76
6/1/2023 22:35,372.0722644,0.019565561,SVR,82,68,76
6/1/2023 22:40,405.4055977,0.019565561,SVR,82,68,76
6/1/2023 22:45,438.7389311,0.023114485,SVR,81,68,76
6/1/2023 22:50,472.0722644,0.023114485,SVR,81,68,76
6/1/2023 22:55,505.4055977,0,SVR,81,68,76
6/1/2023 23:00,538.7389311,0.029147399,SVR,80,68,76
6/1/2023 23:10,545.3921569,0,SVR,80,68,76
6/1/2023 23:15,457.4291939,0,SVR,80,68,76
6/1/2023 23:20,365.7625272,0,SVR,80,68,76
6/1/2023 23:25,303.7037037,0,SVR,80,68,76
6/1/2023 23:30,270.3703704,0,SVR,80,68,76
6/1/2023 23:35,237.037037,0,SVR,80,68,76
6/1/2023 23:40,203.7037037,0,SVR,80,68,76
6/1/2023 23:45,170.3703704,0.041657043,SVR,79,68,76
6/1/2023 23:50,137.037037,0,SVR,79,68,76
6/1/2023 23:55,103.7037037,0,SVR,79,68,76
6/2/2023 0:00,127.462569,0.062840424,SVR,78,68,76
6/2/2023 0:05,177.462569,0,SVR,78,66,74
6/2/2023 0:10,228.3129091,0,SVR,78,66,74
6/2/2023 0:15,277.0038414,0,SVR,77,66,74
6/2/2023 0:20,310.3371747,0,SVR,77,66,74
6/2/2023 0:25,343.6705081,0,SVR,76,66,74
6/2/2023 0:30,377.0038414,0,SVR,76,66,74
6/2/2023 0:35,410.3371747,0,SVR,76,66,74
6/2/2023 0:40,439.2723599,0.092390466,SVR,75,66,74
6/2/2023 0:45,464.2723599,0,SVR,75,66,74
6/2/2023 0:50,489.2723599,0,SVR,75,66,74
6/2/2023 0:55,514.2723599,0,SVR,75,66,74
6/2/2023 1:00,491.2710704,0,SVR,74,66,74
6/2/2023 1:10,420.7485991,0.827232605,SVR,73,66,74
6/2/2023 1:15,423.3539631,0.827232605,SVR,73,66,74
